,Date,Airline,Flight_Number,Aircraft_Model,Origin_Airport,Origin_City,Destination_Airport,Destination_City,Scheduled_Departure_Time,Actual_Departure_Time,Scheduled_Arrival_Time,Actual_Arrival_Time,Flight_Duration_Minutes,Passenger_Count,Available_Seats,Load_Factor,Passenger_Category,Departure_Delay_Minutes,Arrival_Delay_Minutes,Flight_Status,Delay_Reason,Cancellation_Reason,Ticket_Price_INR,Revenue_INR
FL02089,07-06-2025,IndiGo,6E 233,Airbus A320neo,BOM,Mumbai,GAU,Guwahati,14:27,14:30,17:47,17:54,200,165,180,0.9167,Leisure,3,7,On Time,,,10930,1803450
FL02641,07-06-2025,Air India,AI 383,Airbus A321,DEL,Delhi,MAA,Chennai,06:49,07:33,09:51,10:14,182,162,190,0.8526,Business,44,23,Delayed,Late Arrival of Aircraft,,12070,1955340
FL03497,07-06-2025,IndiGo,6E 706,Airbus A321neo,BOM,Mumbai,AMD,Ahmedabad,20:02,20:09,21:17,21:22,75,158,220,0.7182,Leisure,7,5,On Time,,,2050,323900
FL03746,07-06-2025,Akasa Air,QP 262,Boeing 737 MAX 8,HYD,Hyderabad,CJB,Coimbatore,10:34,11:38,12:00,13:10,86,125,189,0.6614,Leisure,64,70,Delayed,Late Arrival of Aircraft,,3290,411250
FL03881,07-06-2025,Air India Express,IX 377,Boeing 737-800,AMD,Ahmedabad,MAA,Chennai,13:38,13:43,16:01,16:11,143,133,180,0.7389,Leisure,5,10,On Time,,,6880,915040
FL04050,07-06-2025,IndiGo,6E 302,Airbus A320neo,HYD,Hyderabad,NAG,Nagpur,07:44,08:07,09:04,09:35,80,154,180,0.8556,Senior Citizen,23,31,Delayed,Technical Issue,,2570,395780
FL04929,07-06-2025,Air India,AI 500,Boeing 787-8,GOI,Goa,MAA,Chennai,05:02,05:05,06:38,06:41,96,182,256,0.7109,Student,3,3,On Time,,,3780,687960
FL00387,08-06-2025,Air India Express,IX 227,Boeing 737-800,BOM,Mumbai,DEL,Delhi,07:46,07:47,09:51,09:51,125,132,180,0.7333,Leisure,1,0,On Time,,,5110,674520
FL02207,08-06-2025,IndiGo,6E 337,Airbus A320neo,CCU,Kolkata,JAI,Jaipur,13:23,13:31,15:45,15:57,142,135,180,0.75,Leisure,8,12,On Time,,,7080,955800
FL02432,08-06-2025,Akasa Air,QP 749,Boeing 737 MAX 8,PNQ,Pune,HYD,Hyderabad,09:07,09:08,10:13,10:14,66,133,189,0.7037,Leisure,1,1,On Time,,,2120,281960
FL03305,08-06-2025,Air India Express,IX 231,Boeing 737-8,AMD,Ahmedabad,NAG,Nagpur,09:40,09:44,11:04,11:06,84,134,189,0.709,Family,4,2,On Time,,,3170,424780
FL03505,08-06-2025,IndiGo,6E 715,Airbus A321neo,PNQ,Pune,JAI,Jaipur,10:43,11:29,12:28,13:27,105,136,220,0.6182,Student,46,59,Delayed,Technical Issue,,3980,541280
FL04245,08-06-2025,IndiGo,6E 463,Airbus A321neo,HYD,Hyderabad,GOI,Goa,15:40,15:49,16:54,17:04,74,140,220,0.6364,Family,9,10,On Time,,,2400,336000
FL00118,09-06-2025,Air India,AI 128,Airbus A320,GOI,Goa,BOM,Mumbai,18:57,18:59,20:04,20:07,67,115,174,0.6609,Family,2,3,On Time,,,1970,226550
FL00875,09-06-2025,SpiceJet,SG 323,Boeing 737-800,BOM,Mumbai,GOI,Goa,13:25,13:30,14:32,14:32,67,153,189,0.8095,Business,5,0,On Time,,,2150,328950
FL01032,09-06-2025,IndiGo,6E 910,Airbus A320neo,MAA,Chennai,COK,Kochi,19:39,19:39,20:53,20:53,74,101,180,0.5611,Leisure,0,0,On Time,,,2240,226240
FL02452,09-06-2025,Akasa Air,QP 754,Boeing 737 MAX 8,HYD,Hyderabad,BOM,Mumbai,05:14,05:14,06:34,06:34,80,120,189,0.6349,Business,0,0,On Time,,,2680,321600
FL04389,09-06-2025,IndiGo,6E 573,Airbus A320neo,BLR,Bengaluru,CCU,Kolkata,19:19,19:24,22:02,22:05,163,107,180,0.5944,Business,5,3,On Time,,,6750,722250
FL00604,10-06-2025,Akasa Air,QP 254,Boeing 737 MAX 8,GAU,Guwahati,CCU,Kolkata,11:41,11:50,12:48,13:02,67,124,189,0.6561,Business,9,14,On Time,,,2150,266600
FL02193,10-06-2025,IndiGo,6E 325,Airbus A321neo,CCU,Kolkata,CJB,Coimbatore,05:21,05:27,08:24,08:24,183,148,220,0.6727,Student,6,0,On Time,,,7920,1172160
FL03135,10-06-2025,IndiGo,6E 374,Airbus A320neo,BLR,Bengaluru,PNQ,Pune,20:05,20:05,21:39,21:41,94,123,180,0.6833,Business,0,2,On Time,,,3430,421890
FL03292,10-06-2025,Air India,AI 621,Airbus A321,NAG,Nagpur,PNQ,Pune,16:08,16:12,17:37,17:39,89,121,190,0.6368,Senior Citizen,4,2,On Time,,,3340,404140
FL04020,10-06-2025,Akasa Air,QP 347,Boeing 737 MAX 8,GOI,Goa,JAI,Jaipur,20:53,20:56,23:15,23:24,142,140,189,0.7407,Family,3,9,On Time,,,6250,875000
FL00087,11-06-2025,Air India Express,IX 140,Boeing 737-800,GOI,Goa,HYD,Hyderabad,07:26,07:33,08:48,08:55,82,135,180,0.75,Business,7,7,On Time,,,2540,342900
FL01469,11-06-2025,Akasa Air,QP 494,Boeing 737 MAX 8,NAG,Nagpur,GOI,Goa,06:33,06:41,08:20,08:27,107,137,189,0.7249,Leisure,8,7,On Time,,,3940,539780
FL01700,11-06-2025,Akasa Air,QP 562,Boeing 737 MAX 8,COK,Kochi,DEL,Delhi,14:12,14:12,17:45,17:45,213,145,189,0.7672,Family,0,0,On Time,,,10590,1535550
FL03584,11-06-2025,Air India Express,IX 292,Boeing 737-800,DEL,Delhi,BOM,Mumbai,07:02,07:04,09:09,09:12,127,151,180,0.8389,Leisure,2,3,On Time,,,4670,705170
FL01299,12-06-2025,Air India Express,IX 463,Boeing 737-8,BLR,Bengaluru,JAI,Jaipur,15:08,15:17,17:45,17:56,157,128,189,0.6772,Senior Citizen,9,11,On Time,,,6340,811520
FL02269,12-06-2025,IndiGo,6E 390,Airbus A320neo,GAU,Guwahati,COK,Kochi,08:09,08:17,12:01,12:03,232,101,180,0.5611,Business,8,2,On Time,,,10180,1028180
FL02345,12-06-2025,Akasa Air,QP 731,Boeing 737 MAX 8,HYD,Hyderabad,BOM,Mumbai,06:44,06:51,08:05,08:08,81,104,189,0.5503,Family,7,3,On Time,,,2260,235040
FL02473,12-06-2025,IndiGo,6E 580,Airbus A320neo,HYD,Hyderabad,COK,Kochi,10:54,10:58,12:29,12:35,95,106,180,0.5889,Business,4,6,On Time,,,3680,390080
FL03074,12-06-2025,IndiGo,6E 322,Airbus A321neo,MAA,Chennai,CCU,Kolkata,08:04,08:08,10:24,10:33,140,183,220,0.8318,Senior Citizen,4,9,On Time,,,6110,1118130
FL03825,12-06-2025,IndiGo,6E 962,Airbus A321neo,LKO,Lucknow,CCU,Kolkata,09:24,09:27,11:15,11:20,111,183,220,0.8318,Family,3,5,On Time,,,4950,905850
FL04192,12-06-2025,Akasa Air,QP 393,Boeing 737 MAX 8,BLR,Bengaluru,CJB,Coimbatore,15:29,15:29,16:20,16:20,51,130,189,0.6878,Leisure,0,0,On Time,,,1800,234000
FL04377,12-06-2025,IndiGo,6E 564,Airbus A321neo,CJB,Coimbatore,NAG,Nagpur,17:30,17:37,19:34,19:46,124,142,220,0.6455,Leisure,7,12,On Time,,,5400,766800
FL00799,13-06-2025,SpiceJet,SG 309,Bombardier Q400,PNQ,Pune,MAA,Chennai,17:59,18:00,19:46,19:51,107,61,78,0.7821,Leisure,1,5,On Time,,,4550,277550
FL01918,13-06-2025,Air India Express,IX 630,Boeing 737-8,PNQ,Pune,MAA,Chennai,10:58,11:02,12:45,12:49,107,108,189,0.5714,Leisure,4,4,On Time,,,4260,460080
FL02752,13-06-2025,IndiGo,6E 830,Airbus A321neo,BLR,Bengaluru,GOI,Goa,17:16,17:25,18:34,18:45,78,171,220,0.7773,Family,9,11,On Time,,,2680,458280
FL03738,13-06-2025,IndiGo,6E 905,ATR 72,HYD,Hyderabad,MAA,Chennai,10:08,10:10,11:24,11:27,76,49,70,0.7,Student,2,3,On Time,,,2390,117110
FL04527,13-06-2025,SpiceJet,SG 361,Boeing 737-800,CCU,Kolkata,BOM,Mumbai,08:41,10:44,11:33,13:35,172,120,189,0.6349,Senior Citizen,123,122,Delayed,Weather,,7690,922800
FL04558,13-06-2025,Akasa Air,QP 477,Boeing 737 MAX 8,PNQ,Pune,BLR,Bengaluru,06:26,06:29,07:57,07:57,91,103,189,0.545,Leisure,3,0,On Time,,,3230,332690
FL04938,13-06-2025,IndiGo,6E 224,Airbus A320neo,BLR,Bengaluru,GOI,Goa,13:47,14:24,15:03,15:34,76,110,180,0.6111,Leisure,37,31,Delayed,Air Traffic,,2300,253000
FL00338,14-06-2025,SpiceJet,SG 203,Boeing 737-800,PNQ,Pune,COK,Kochi,16:47,16:53,18:43,18:49,116,158,189,0.836,Student,6,6,On Time,,,5160,815280
FL00835,14-06-2025,IndiGo,6E 781,Airbus A321neo,CCU,Kolkata,GAU,Guwahati,12:12,14:32,13:32,15:32,80,168,220,0.7636,Business,140,120,Delayed,Weather,,2260,379680
FL01009,14-06-2025,IndiGo,6E 898,ATR 72,GOI,Goa,HYD,Hyderabad,22:23,22:26,23:34,23:41,71,54,70,0.7714,Student,3,7,On Time,,,2810,151740
FL02426,14-06-2025,IndiGo,6E 534,Airbus A321neo,BOM,Mumbai,CJB,Coimbatore,14:42,,16:32,,110,0,220,0,Family,0,0,Cancelled,,Crew Availability,4700,0
FL04181,14-06-2025,Air India,AI 996,Airbus A321,MAA,Chennai,BLR,Bengaluru,16:12,16:14,17:04,17:04,52,138,190,0.7263,Senior Citizen,2,0,On Time,,,1800,248400
FL04549,14-06-2025,IndiGo,6E 702,Airbus A320neo,CCU,Kolkata,MAA,Chennai,21:45,22:50,00:27,01:28,162,151,180,0.8389,Leisure,65,61,Delayed,Security,,8390,1266890
FL00159,15-06-2025,IndiGo,6E 251,Airbus A320neo,MAA,Chennai,COK,Kochi,19:17,19:17,20:29,20:32,72,138,180,0.7667,Family,0,3,On Time,,,2850,393300
FL01134,15-06-2025,SpiceJet,SG 406,Boeing 737-800,BLR,Bengaluru,AMD,Ahmedabad,05:32,05:37,07:49,07:49,137,123,189,0.6508,Family,5,0,On Time,,,5520,678960
FL02343,15-06-2025,IndiGo,6E 449,Airbus A320neo,LKO,Lucknow,MAA,Chennai,17:16,17:20,19:54,20:01,158,129,180,0.7167,Leisure,4,7,On Time,,,7290,940410
FL03187,15-06-2025,IndiGo,6E 422,ATR 72,HYD,Hyderabad,GOI,Goa,08:00,08:03,09:15,09:19,75,35,70,0.5,Family,3,4,On Time,,,2360,82600
FL04108,15-06-2025,IndiGo,6E 356,ATR 72,MAA,Chennai,CCU,Kolkata,22:05,23:41,00:36,02:24,151,59,70,0.8429,Leisure,96,108,Delayed,Late Arrival of Aircraft,,7000,413000
FL04693,15-06-2025,Air India Express,IX 616,Boeing 737-8,AMD,Ahmedabad,PNQ,Pune,10:02,11:31,11:09,12:36,67,141,189,0.746,Family,89,87,Delayed,Late Arrival of Aircraft,,2530,356730
FL01677,16-06-2025,IndiGo,6E 693,Airbus A321neo,MAA,Chennai,HYD,Hyderabad,12:56,13:03,14:08,14:20,72,158,220,0.7182,Leisure,7,12,On Time,,,2180,344440
FL02297,16-06-2025,SpiceJet,SG 633,Boeing 737-800,PNQ,Pune,NAG,Nagpur,07:18,08:10,08:38,10:15,80,146,189,0.7725,Student,52,97,Diverted,Late Arrival of Aircraft,,2720,397120
FL02647,16-06-2025,IndiGo,6E 724,Airbus A321neo,DEL,Delhi,GOI,Goa,10:04,10:07,12:45,12:45,161,135,220,0.6136,Student,3,0,On Time,,,5740,774900
FL04083,16-06-2025,IndiGo,6E 330,Airbus A321neo,BOM,Mumbai,HYD,Hyderabad,15:11,15:50,16:32,17:01,81,154,220,0.7,Leisure,39,29,Delayed,Weather,,3140,483560
FL04690,16-06-2025,Akasa Air,QP 509,Boeing 737 MAX 8,BOM,Mumbai,PNQ,Pune,12:37,12:39,13:22,13:22,45,135,189,0.7143,Leisure,2,0,On Time,,,1800,243000
FL00380,17-06-2025,IndiGo,6E 435,Airbus A321neo,JAI,Jaipur,DEL,Delhi,12:08,,13:02,,54,0,220,0,Business,0,0,Cancelled,,Weather,1800,0
FL01640,17-06-2025,SpiceJet,SG 489,Boeing 737-800,HYD,Hyderabad,LKO,Lucknow,05:28,08:02,07:26,09:47,118,127,189,0.672,Leisure,154,141,Delayed,Late Arrival of Aircraft,,5020,637540
FL01967,17-06-2025,Air India Express,IX 653,Boeing 737-8,CCU,Kolkata,AMD,Ahmedabad,21:24,21:24,00:24,00:24,180,116,189,0.6138,Business,0,0,On Time,,,6620,767920
FL02300,17-06-2025,IndiGo,6E 412,Airbus A320neo,PNQ,Pune,BLR,Bengaluru,21:38,,23:09,,91,0,180,0,Business,0,0,Cancelled,,Weather,3500,0
FL03717,17-06-2025,Air India Express,IX 325,Boeing 737-8,BLR,Bengaluru,DEL,Delhi,19:12,19:20,22:02,22:16,170,137,189,0.7249,Leisure,8,14,On Time,,,7930,1086410
FL04345,17-06-2025,IndiGo,6E 537,Airbus A320neo,PNQ,Pune,BOM,Mumbai,07:40,07:40,08:25,08:25,45,147,180,0.8167,Senior Citizen,0,0,On Time,,,1800,264600
FL04593,17-06-2025,Akasa Air,QP 484,Boeing 737 MAX 8,GAU,Guwahati,COK,Kochi,06:28,06:34,10:24,10:32,236,78,189,0.4127,Leisure,6,8,On Time,,,9490,740220
FL04806,17-06-2025,Air India Express,IX 649,Boeing 737-800,LKO,Lucknow,BOM,Mumbai,21:51,21:52,00:04,00:05,133,97,180,0.5389,Family,1,1,On Time,,,4690,454930
FL00862,18-06-2025,Akasa Air,QP 339,Boeing 737 MAX 8,DEL,Delhi,MAA,Chennai,07:24,07:26,10:21,10:24,177,160,189,0.8466,Business,2,3,On Time,,,7930,1268800
FL02808,18-06-2025,SpiceJet,SG 729,Boeing 737-800,HYD,Hyderabad,MAA,Chennai,15:14,17:53,16:29,19:04,75,135,189,0.7143,Student,159,155,Delayed,Late Arrival of Aircraft,,2460,332100
FL03069,18-06-2025,IndiGo,6E 318,Airbus A321neo,BOM,Mumbai,MAA,Chennai,14:05,14:05,16:15,16:18,130,166,220,0.7545,Leisure,0,3,On Time,,,5170,858220
FL04131,18-06-2025,Akasa Air,QP 371,Boeing 737 MAX 8,BOM,Mumbai,DEL,Delhi,20:54,23:48,22:58,02:12,124,136,189,0.7196,Leisure,174,194,Delayed,Ground Operations,,6090,828240
FL04852,18-06-2025,Air India Express,IX 652,Boeing 737-8,AMD,Ahmedabad,DEL,Delhi,11:51,12:00,13:22,13:25,91,140,189,0.7407,Leisure,9,3,On Time,,,3300,462000
FL00609,19-06-2025,SpiceJet,SG 259,Boeing 737-800,MAA,Chennai,BLR,Bengaluru,07:01,07:03,07:49,07:52,48,165,189,0.873,Family,2,3,On Time,,,1800,297000
FL03847,19-06-2025,Akasa Air,QP 286,Boeing 737 MAX 8,GOI,Goa,PNQ,Pune,17:13,19:58,18:15,20:49,62,129,189,0.6825,Student,165,154,Delayed,Other,,1800,232200
FL04233,19-06-2025,Akasa Air,QP 409,Boeing 737 MAX 8,COK,Kochi,PNQ,Pune,15:45,15:46,17:40,17:40,115,143,189,0.7566,Family,1,0,On Time,,,4530,647790
FL00616,20-06-2025,IndiGo,6E 612,Airbus A320neo,BLR,Bengaluru,MAA,Chennai,21:17,21:19,22:18,22:25,61,131,180,0.7278,Student,2,7,On Time,,,1800,235800
FL00857,20-06-2025,Air India Express,IX 348,Boeing 737-800,COK,Kochi,HYD,Hyderabad,15:48,15:50,17:34,17:36,106,131,180,0.7278,Business,2,2,On Time,,,3600,471600
FL01840,20-06-2025,IndiGo,6E 826,ATR 72,GAU,Guwahati,DEL,Delhi,07:42,,10:14,,152,0,70,0,Leisure,0,0,Cancelled,,Weather,7180,0
FL01973,20-06-2025,SpiceJet,SG 552,Bombardier Q400,BLR,Bengaluru,COK,Kochi,19:15,19:23,20:15,20:20,60,47,78,0.6026,Business,8,5,On Time,,,1800,84600
FL01979,20-06-2025,IndiGo,6E 935,Airbus A320neo,GOI,Goa,HYD,Hyderabad,18:19,18:24,19:40,19:40,81,104,180,0.5778,Senior Citizen,5,0,On Time,,,2550,265200
FL02466,20-06-2025,Akasa Air,QP 764,Boeing 737 MAX 8,DEL,Delhi,BOM,Mumbai,21:39,21:47,23:46,23:59,127,138,189,0.7302,Student,8,13,On Time,,,4910,677580
FL03710,20-06-2025,IndiGo,6E 893,Airbus A321neo,HYD,Hyderabad,COK,Kochi,06:33,06:34,08:09,08:09,96,151,220,0.6864,Business,1,0,On Time,,,4200,634200
FL04525,20-06-2025,SpiceJet,SG 360,Bombardier Q400,BOM,Mumbai,DEL,Delhi,11:02,11:04,13:08,13:08,126,54,78,0.6923,Leisure,2,0,On Time,,,5120,276480
FL00331,21-06-2025,IndiGo,6E 404,ATR 72,GOI,Goa,BOM,Mumbai,12:16,12:16,13:22,13:23,66,50,70,0.7143,Leisure,0,1,On Time,,,1910,95500
FL00443,21-06-2025,SpiceJet,SG 228,Boeing 737-800,GOI,Goa,LKO,Lucknow,05:53,06:00,08:17,08:23,144,108,189,0.5714,Student,7,6,On Time,,,6410,692280
FL00930,21-06-2025,IndiGo,6E 852,Airbus A321neo,DEL,Delhi,PNQ,Pune,16:03,16:08,18:13,18:17,130,153,220,0.6955,Leisure,5,4,On Time,,,5500,841500
FL01200,21-06-2025,IndiGo,6E 262,Airbus A320neo,CJB,Coimbatore,PNQ,Pune,17:35,17:42,19:24,19:33,109,145,180,0.8056,Family,7,9,On Time,,,4310,624950
FL03147,21-06-2025,SpiceJet,SG 808,Bombardier Q400,BLR,Bengaluru,PNQ,Pune,21:25,21:33,22:58,23:09,93,67,78,0.859,Leisure,8,11,On Time,,,3360,225120
FL00501,22-06-2025,IndiGo,6E 540,ATR 72,BOM,Mumbai,GOI,Goa,08:07,08:13,09:14,09:20,67,52,70,0.7429,Student,6,6,On Time,,,1970,102440
FL01507,22-06-2025,Air India,AI 712,Airbus A321,NAG,Nagpur,MAA,Chennai,18:43,18:52,20:22,20:29,99,102,190,0.5368,Leisure,9,7,On Time,,,4170,425340
FL01694,22-06-2025,IndiGo,6E 706,Airbus A320neo,GOI,Goa,LKO,Lucknow,19:09,19:16,21:53,21:54,164,152,180,0.8444,Student,7,1,On Time,,,8670,1317840
FL02830,22-06-2025,IndiGo,6E 896,Airbus A320neo,BOM,Mumbai,CJB,Coimbatore,10:17,10:21,12:06,12:06,109,109,180,0.6056,Family,4,0,On Time,,,4420,481780
FL04684,22-06-2025,Air India Express,IX 615,Boeing 737-800,BLR,Bengaluru,CJB,Coimbatore,17:09,17:46,17:59,18:30,50,115,180,0.6389,Senior Citizen,37,31,Delayed,Late Arrival of Aircraft,,1800,207000
FL01172,23-06-2025,Air India Express,IX 428,Boeing 737-8,MAA,Chennai,BLR,Bengaluru,18:49,18:56,19:34,19:44,45,153,189,0.8095,Business,7,10,On Time,,,1800,275400
FL01825,23-06-2025,Air India Express,IX 619,Boeing 737-8,COK,Kochi,BLR,Bengaluru,08:31,08:36,09:28,09:33,57,123,189,0.6508,Senior Citizen,5,5,On Time,,,1800,221400
FL03317,23-06-2025,IndiGo,6E 529,Airbus A321neo,GAU,Guwahati,JAI,Jaipur,19:48,20:53,22:26,23:40,158,137,220,0.6227,Leisure,65,74,Delayed,Late Arrival of Aircraft,,7170,982290
FL03681,23-06-2025,IndiGo,6E 855,Airbus A320neo,BOM,Mumbai,COK,Kochi,19:35,19:41,21:44,21:49,129,107,180,0.5944,Business,6,5,On Time,,,4500,481500
FL00216,24-06-2025,Air India,AI 163,Airbus A320,MAA,Chennai,CCU,Kolkata,14:51,17:28,17:21,20:11,150,116,174,0.6667,Leisure,157,170,Delayed,Weather,,6140,712240
FL00641,24-06-2025,Air India Express,IX 281,Boeing 737-8,HYD,Hyderabad,GAU,Guwahati,19:11,19:16,22:04,22:04,173,166,189,0.8783,Leisure,5,0,On Time,,,8150,1352900
FL00801,24-06-2025,IndiGo,6E 749,Airbus A320neo,MAA,Chennai,BOM,Mumbai,09:35,,11:28,,113,0,180,0,Business,0,0,Cancelled,,Crew Availability,5140,0
FL01029,24-06-2025,Air India,AI 526,Airbus A320,NAG,Nagpur,DEL,Delhi,22:02,23:12,23:41,00:35,99,134,174,0.7701,Business,70,54,Delayed,Weather,,3950,529300
FL02686,24-06-2025,Air India,AI 396,Airbus A320,JAI,Jaipur,BOM,Mumbai,15:03,17:16,16:51,18:56,108,131,174,0.7529,Family,133,125,Delayed,Air Traffic,,4380,573780
FL02826,24-06-2025,Akasa Air,QP 842,Boeing 737 MAX 8,BLR,Bengaluru,BOM,Mumbai,16:19,18:50,18:04,20:09,105,110,189,0.582,Student,151,125,Delayed,Ground Operations,,3690,405900
FL01965,25-06-2025,IndiGo,6E 917,Airbus A321neo,BOM,Mumbai,BLR,Bengaluru,17:24,17:32,19:01,19:15,97,173,220,0.7864,Leisure,8,14,On Time,,,4030,697190
FL02726,25-06-2025,IndiGo,6E 808,Airbus A321neo,HYD,Hyderabad,NAG,Nagpur,18:26,18:32,19:34,19:42,68,191,220,0.8682,Family,6,8,On Time,,,1940,370540
FL02793,25-06-2025,Air India,AI 431,Boeing 787-8,BOM,Mumbai,LKO,Lucknow,22:11,22:12,00:24,00:25,133,120,256,0.4688,Student,1,1,On Time,,,5170,620400
FL03395,25-06-2025,IndiGo,6E 600,Airbus A321neo,DEL,Delhi,GOI,Goa,21:29,21:30,00:08,00:16,159,152,220,0.6909,Family,1,8,On Time,,,7250,1102000
FL04834,25-06-2025,IndiGo,6E 918,Airbus A321neo,AMD,Ahmedabad,BLR,Bengaluru,17:58,20:55,20:12,23:24,134,129,220,0.5864,Family,177,192,Delayed,Weather,,4780,616620
FL00861,26-06-2025,IndiGo,6E 800,Airbus A320neo,COK,Kochi,AMD,Ahmedabad,16:07,18:04,18:45,20:56,158,106,180,0.5889,Leisure,117,131,Delayed,Technical Issue,,7500,795000
FL00983,26-06-2025,IndiGo,6E 880,Airbus A320neo,JAI,Jaipur,DEL,Delhi,09:41,09:43,10:26,10:26,45,124,180,0.6889,Business,2,0,On Time,,,1800,223200
FL04328,26-06-2025,IndiGo,6E 519,Airbus A321neo,DEL,Delhi,GOI,Goa,19:25,19:57,21:54,22:27,149,154,220,0.7,Leisure,32,33,Delayed,Weather,,6410,987140
FL04360,26-06-2025,Air India,AI 277,Airbus A320,DEL,Delhi,JAI,Jaipur,11:35,11:42,12:33,12:40,58,114,174,0.6552,Senior Citizen,7,7,On Time,,,1800,205200
FL04952,26-06-2025,Air India Express,IX 669,Boeing 737-8,CJB,Coimbatore,GOI,Goa,20:36,20:39,21:58,22:05,82,112,189,0.5926,Family,3,7,On Time,,,2420,271040
FL00518,27-06-2025,Air India Express,IX 255,Boeing 737-8,BLR,Bengaluru,DEL,Delhi,10:55,12:09,13:51,16:54,176,147,189,0.7778,Leisure,74,183,Diverted,Weather,,6780,996660
FL00697,27-06-2025,Air India,AI 375,Airbus A321,BOM,Mumbai,MAA,Chennai,12:32,12:40,14:27,14:34,115,139,190,0.7316,Senior Citizen,8,7,On Time,,,4380,608820
FL01319,27-06-2025,Air India Express,IX 467,Boeing 737-8,MAA,Chennai,LKO,Lucknow,06:49,09:19,09:29,11:57,160,139,189,0.7354,Family,150,148,Delayed,Crew,,6990,971610
FL01813,27-06-2025,SpiceJet,SG 519,Boeing 737-800,HYD,Hyderabad,MAA,Chennai,16:24,16:32,17:38,17:52,74,146,189,0.7725,Leisure,8,14,On Time,,,2320,338720
FL03022,27-06-2025,Air India,AI 516,Airbus A320,BLR,Bengaluru,AMD,Ahmedabad,15:56,15:56,18:09,18:09,133,136,174,0.7816,Leisure,0,0,On Time,,,6890,937040
FL04413,27-06-2025,IndiGo,6E 595,Airbus A320neo,BLR,Bengaluru,COK,Kochi,16:21,16:27,17:27,17:32,66,121,180,0.6722,Student,6,5,On Time,,,1860,225060
FL00031,28-06-2025,Air India,AI 104,Boeing 787-8,DEL,Delhi,BOM,Mumbai,06:55,08:21,09:04,10:41,129,173,256,0.6758,Student,86,97,Delayed,Technical Issue,,5930,1025890
FL00871,28-06-2025,Air India,AI 450,Airbus A321,PNQ,Pune,BLR,Bengaluru,09:37,11:19,10:57,12:45,80,147,190,0.7737,Family,102,108,Delayed,Late Arrival of Aircraft,,4020,590940
FL01681,28-06-2025,IndiGo,6E 699,Airbus A320neo,PNQ,Pune,CCU,Kolkata,15:52,16:00,18:44,18:53,172,154,180,0.8556,Business,8,9,On Time,,,7610,1171940
FL01747,28-06-2025,IndiGo,6E 739,ATR 72,COK,Kochi,LKO,Lucknow,11:58,14:20,15:13,17:39,195,64,70,0.9143,Leisure,142,146,Delayed,Air Traffic,,10250,656000
FL02654,28-06-2025,Air India Express,IX 851,Boeing 737-8,DEL,Delhi,COK,Kochi,20:12,20:18,23:39,23:47,207,126,189,0.6667,Business,6,8,On Time,,,9290,1170540
FL04365,28-06-2025,IndiGo,6E 557,Airbus A320neo,GOI,Goa,BOM,Mumbai,10:16,11:57,11:25,12:55,69,163,180,0.9056,Business,101,90,Delayed,Late Arrival of Aircraft,,2060,335780
FL00256,29-06-2025,IndiGo,6E 339,Airbus A320neo,LKO,Lucknow,HYD,Hyderabad,09:15,09:21,11:26,11:26,131,158,180,0.8778,Student,6,0,On Time,,,6690,1057020
FL00439,29-06-2025,SpiceJet,SG 227,Boeing 737-800,NAG,Nagpur,MAA,Chennai,08:47,08:47,10:39,10:47,112,136,189,0.7196,Student,0,8,On Time,,,4580,622880
FL01086,29-06-2025,SpiceJet,SG 398,Bombardier Q400,GOI,Goa,COK,Kochi,09:41,09:46,10:59,11:08,78,60,78,0.7692,Business,5,9,On Time,,,3230,193800
FL01510,29-06-2025,IndiGo,6E 555,ATR 72,COK,Kochi,BLR,Bengaluru,05:53,07:30,06:57,08:51,64,51,70,0.7286,Student,97,114,Delayed,Weather,,1820,92820
FL01736,29-06-2025,SpiceJet,SG 504,Bombardier Q400,CJB,Coimbatore,HYD,Hyderabad,08:34,08:35,10:00,10:00,86,53,78,0.6795,Senior Citizen,1,0,On Time,,,2520,133560
FL02679,29-06-2025,IndiGo,6E 765,Airbus A321neo,GAU,Guwahati,CCU,Kolkata,14:54,16:38,16:07,17:44,73,155,220,0.7045,Family,104,97,Delayed,Late Arrival of Aircraft,,2570,398350
FL03004,29-06-2025,Air India,AI 501,Airbus A321,DEL,Delhi,HYD,Hyderabad,13:48,13:48,16:09,16:11,141,147,190,0.7737,Family,0,2,On Time,,,6990,1027530
FL03488,29-06-2025,IndiGo,6E 701,Airbus A321neo,DEL,Delhi,GOI,Goa,08:19,10:15,10:58,12:52,159,138,220,0.6273,Family,116,114,Delayed,Late Arrival of Aircraft,,7930,1094340
FL03579,29-06-2025,Akasa Air,QP 229,Boeing 737 MAX 8,PNQ,Pune,DEL,Delhi,08:11,08:15,10:21,10:21,130,144,189,0.7619,Family,4,0,On Time,,,5880,846720
FL04205,29-06-2025,SpiceJet,SG 264,Bombardier Q400,DEL,Delhi,MAA,Chennai,15:31,15:37,18:27,18:32,176,62,78,0.7949,Leisure,6,5,On Time,,,8450,523900
FL04556,29-06-2025,Air India Express,IX 568,Boeing 737-8,DEL,Delhi,HYD,Hyderabad,05:36,05:44,07:58,08:06,142,145,189,0.7672,Senior Citizen,8,8,On Time,,,5640,817800
